Date,Close
2010-02-11,0.22
2010-02-12,0.22
2010-02-16,0.23
2010-02-17,0.23
2010-02-18,0.23
2010-02-19,0.23
2010-02-22,0.23
2010-02-23,0.22
2010-02-24,0.23
2010-02-25,0.23
2010-02-26,0.23
2010-03-01,0.24
2010-03-02,0.24
2010-03-03,0.25
2010-03-04,0.25
2010-03-05,0.26
2010-03-08,0.26
2010-03-09,0.26
2010-03-10,0.27
2010-03-11,0.27
2010-03-12,0.27
2010-03-15,0.27
2010-03-16,0.28
2010-03-17,0.28
2010-03-18,0.28
2010-03-19,0.28
2010-03-22,0.29
2010-03-23,0.29
2010-03-24,0.29
2010-03-25,0.29
2010-03-26,0.29
2010-03-29,0.29
2010-03-30,0.29
2010-03-31,0.29
2010-04-01,0.29
2010-04-05,0.3
2010-04-06,0.3
2010-04-07,0.3
2010-04-08,0.3
2010-04-09,0.3
2010-04-12,0.31
2010-04-13,0.31
2010-04-14,0.32
2010-04-15,0.33
2010-04-16,0.31
2010-04-19,0.31
2010-04-20,0.32
2010-04-21,0.32
2010-04-22,0.33
2010-04-23,0.33
2010-04-26,0.33
2010-04-27,0.31
2010-04-28,0.31
2010-04-29,0.33
2010-04-30,0.31
2010-05-03,0.32
2010-05-04,0.29
2010-05-05,0.29
2010-05-06,0.26
2010-05-07,0.24
2010-05-10,0.28
2010-05-11,0.28
2010-05-12,0.29
2010-05-13,0.28
2010-05-14,0.26
2010-05-17,0.26
2010-05-18,0.25
2010-05-19,0.25
2010-05-20,0.22
2010-05-21,0.22
2010-05-24,0.23
2010-05-25,0.22
2010-05-26,0.22
2010-05-27,0.24
2010-05-28,0.24
2010-06-01,0.23
2010-06-02,0.25
2010-06-03,0.25
2010-06-04,0.23
2010-06-07,0.21
2010-06-08,0.21
2010-06-09,0.21
2010-06-10,0.23
2010-06-11,0.23
2010-06-14,0.23
2010-06-15,0.25
2010-06-16,0.25
2010-06-17,0.26
2010-06-18,0.26
2010-06-21,0.25
2010-06-22,0.24
2010-06-23,0.24
2010-06-24,0.23
2010-06-25,0.23
2010-06-28,0.23
2010-06-29,0.2
2010-06-30,0.19
2010-07-01,0.19
2010-07-02,0.19
2010-07-06,0.19
2010-07-07,0.21
2010-07-08,0.21
2010-07-09,0.22
2010-07-12,0.22
2010-07-13,0.23
2010-07-14,0.23
2010-07-15,0.23
2010-07-16,0.21
2010-07-19,0.22
2010-07-20,0.23
2010-07-21,0.22
2010-07-22,0.23
2010-07-23,0.24
2010-07-26,0.24
2010-07-27,0.24
2010-07-28,0.24
2010-07-29,0.23
2010-07-30,0.23
2010-08-02,0.25
2010-08-03,0.24
2010-08-04,0.25
2010-08-05,0.25
2010-08-06,0.25
2010-08-09,0.25
2010-08-10,0.25
2010-08-11,0.23
2010-08-12,0.22
2010-08-13,0.22
2010-08-16,0.22
2010-08-17,0.23
2010-08-18,0.23
2010-08-19,0.22
2010-08-20,0.22
2010-08-23,0.21
2010-08-24,0.2
2010-08-25,0.21
2010-08-26,0.2
2010-08-27,0.21
2010-08-30,0.2
2010-08-31,0.2
2010-09-01,0.22
2010-09-02,0.22
2010-09-03,0.23
2010-09-07,0.23
2010-09-08,0.24
2010-09-09,0.24
2010-09-10,0.24
2010-09-13,0.25
2010-09-14,0.26
2010-09-15,0.26
2010-09-16,0.26
2010-09-17,0.27
2010-09-20,0.28
2010-09-21,0.28
2010-09-22,0.28
2010-09-23,0.28
2010-09-24,0.29
2010-09-27,0.29
2010-09-28,0.29
2010-09-29,0.29
2010-09-30,0.28
2010-10-01,0.28
2010-10-04,0.27
2010-10-05,0.29
2010-10-06,0.29
2010-10-07,0.29
2010-10-08,0.3
2010-10-11,0.3
2010-10-12,0.3
2010-10-13,0.31
2010-10-14,0.31
2010-10-15,0.33
2010-10-18,0.33
2010-10-19,0.31
2010-10-20,0.32
2010-10-21,0.32
2010-10-22,0.33
2010-10-25,0.33
2010-10-26,0.34
2010-10-27,0.34
2010-10-28,0.34
2010-10-29,0.34
2010-11-01,0.34
2010-11-02,0.35
2010-11-03,0.36
2010-11-04,0.37
2010-11-05,0.37
2010-11-08,0.37
2010-11-09,0.36
2010-11-10,0.37
2010-11-11,0.36
2010-11-12,0.35
2010-11-15,0.34
2010-11-16,0.32
2010-11-17,0.33
2010-11-18,0.34
2010-11-19,0.34
2010-11-22,0.35
2010-11-23,0.34
2010-11-24,0.36
2010-11-26,0.35
2010-11-29,0.35
2010-11-30,0.34
2010-12-01,0.36
2010-12-02,0.37
2010-12-03,0.37
2010-12-06,0.37
2010-12-07,0.37
2010-12-08,0.38
2010-12-09,0.38
2010-12-10,0.38
2010-12-13,0.38
2010-12-14,0.38
2010-12-15,0.38
2010-12-16,0.38
2010-12-17,0.39
2010-12-20,0.39
2010-12-21,0.39
2010-12-22,0.39
2010-12-23,0.39
2010-12-27,0.39
2010-12-28,0.39
2010-12-29,0.39
2010-12-30,0.39
2010-12-31,0.39
2011-01-03,0.4
2011-01-04,0.4
2011-01-05,0.41
2011-01-06,0.42
2011-01-07,0.41
2011-01-10,0.42
2011-01-11,0.42
2011-01-12,0.43
2011-01-13,0.43
2011-01-14,0.44
2011-01-18,0.44
2011-01-19,0.43
2011-01-20,0.42
2011-01-21,0.41
2011-01-24,0.43
2011-01-25,0.43
2011-01-26,0.43
2011-01-27,0.44
2011-01-28,0.41
2011-01-31,0.42
2011-02-01,0.44
2011-02-02,0.44
2011-02-03,0.44
2011-02-04,0.45
2011-02-07,0.45
2011-02-08,0.46
2011-02-09,0.46
2011-02-10,0.46
2011-02-11,0.47
2011-02-14,0.47
2011-02-15,0.47
2011-02-16,0.48
2011-02-17,0.48
2011-02-18,0.48
2011-02-22,0.44
2011-02-23,0.43
2011-02-24,0.43
2011-02-25,0.45
2011-02-28,0.45
2011-03-01,0.43
2011-03-02,0.44
2011-03-03,0.46
2011-03-04,0.46
2011-03-07,0.44
2011-03-08,0.44
2011-03-09,0.43
2011-03-10,0.41
2011-03-11,0.42
2011-03-14,0.42
2011-03-15,0.4
2011-03-16,0.37
2011-03-17,0.38
2011-03-18,0.38
2011-03-21,0.4
2011-03-22,0.4
2011-03-23,0.4
2011-03-24,0.43
2011-03-25,0.43
2011-03-28,0.42
2011-03-29,0.43
2011-03-30,0.44
2011-03-31,0.44
2011-04-01,0.44
2011-04-04,0.44
2011-04-05,0.43
2011-04-06,0.44
2011-04-07,0.44
2011-04-08,0.43
2011-04-11,0.43
2011-04-12,0.42
2011-04-13,0.43
2011-04-14,0.43
2011-04-15,0.42
2011-04-18,0.42
2011-04-19,0.42
2011-04-20,0.45
2011-04-21,0.46
2011-04-25,0.47
2011-04-26,0.47
2011-04-27,0.48
2011-04-28,0.48
2011-04-29,0.48
2011-05-02,0.48
2011-05-03,0.47
2011-05-04,0.47
2011-05-05,0.46
2011-05-06,0.47
2011-05-09,0.47
2011-05-10,0.48
2011-05-11,0.47
2011-05-12,0.48
2011-05-13,0.46
2011-05-16,0.44
2011-05-17,0.44
2011-05-18,0.45
2011-05-19,0.46
2011-05-20,0.45
2011-05-23,0.43
2011-05-24,0.42
2011-05-25,0.42
2011-05-26,0.43
2011-05-27,0.44
2011-05-31,0.46
2011-06-01,0.43
2011-06-02,0.43
2011-06-03,0.41
2011-06-06,0.4
2011-06-07,0.4
2011-06-08,0.39
2011-06-09,0.39
2011-06-10,0.38
2011-06-13,0.38
2011-06-14,0.39
2011-06-15,0.37
2011-06-16,0.36
2011-06-17,0.36
2011-06-20,0.37
2011-06-21,0.39
2011-06-22,0.38
2011-06-23,0.39
2011-06-24,0.37
2011-06-27,0.39
2011-06-28,0.41
2011-06-29,0.41
2011-06-30,0.43
2011-07-01,0.45
2011-07-05,0.45
2011-07-06,0.46
2011-07-07,0.48
2011-07-08,0.47
2011-07-11,0.45
2011-07-12,0.44
2011-07-13,0.44
2011-07-14,0.43
2011-07-15,0.45
2011-07-18,0.44
2011-07-19,0.47
2011-07-20,0.46
2011-07-21,0.47
2011-07-22,0.49
2011-07-25,0.48
2011-07-26,0.49
2011-07-27,0.45
2011-07-28,0.45
2011-07-29,0.45
2011-08-01,0.44
2011-08-02,0.41
2011-08-03,0.42
2011-08-04,0.36
2011-08-05,0.35
2011-08-08,0.29
2011-08-09,0.33
2011-08-10,0.29
2011-08-11,0.33
2011-08-12,0.34
2011-08-15,0.35
2011-08-16,0.34
2011-08-17,0.34
2011-08-18,0.29
2011-08-19,0.27
2011-08-22,0.28
2011-08-23,0.31
2011-08-24,0.32
2011-08-25,0.3
2011-08-26,0.32
2011-08-29,0.35
2011-08-30,0.36
2011-08-31,0.36
2011-09-01,0.35
2011-09-02,0.33
2011-09-06,0.33
2011-09-07,0.35
2011-09-08,0.34
2011-09-09,0.32
2011-09-12,0.33
2011-09-13,0.35
2011-09-14,0.36
2011-09-15,0.38
2011-09-16,0.39
2011-09-19,0.39
2011-09-20,0.38
2011-09-21,0.36
2011-09-22,0.33
2011-09-23,0.34
2011-09-26,0.35
2011-09-27,0.36
2011-09-28,0.34
2011-09-29,0.33
2011-09-30,0.31
2011-10-03,0.28
2011-10-04,0.3
2011-10-05,0.32
2011-10-06,0.34
2011-10-07,0.33
2011-10-10,0.37
2011-10-11,0.38
2011-10-12,0.38
2011-10-13,0.39
2011-10-14,0.41
2011-10-17,0.39
2011-10-18,0.41
2011-10-19,0.39
2011-10-20,0.38
2011-10-21,0.39
2011-10-24,0.42
2011-10-25,0.4
2011-10-26,0.39
2011-10-27,0.43
2011-10-28,0.43
2011-10-31,0.41
2011-11-01,0.37
2011-11-02,0.38
2011-11-03,0.41
2011-11-04,0.4
2011-11-07,0.41
2011-11-08,0.42
2011-11-09,0.38
2011-11-10,0.38
2011-11-11,0.4
2011-11-14,0.39
2011-11-15,0.4
2011-11-16,0.38
2011-11-17,0.36
2011-11-18,0.35
2011-11-21,0.33
2011-11-22,0.33
2011-11-23,0.31
2011-11-25,0.3
2011-11-28,0.33
2011-11-29,0.33
2011-11-30,0.36
2011-12-01,0.37
2011-12-02,0.37
2011-12-05,0.38
2011-12-06,0.38
2011-12-07,0.38
2011-12-08,0.36
2011-12-09,0.38
2011-12-12,0.36
2011-12-13,0.35
2011-12-14,0.34
2011-12-15,0.33
2011-12-16,0.34
2011-12-19,0.33
2011-12-20,0.36
2011-12-21,0.34
2011-12-22,0.35
2011-12-23,0.36
2011-12-27,0.36
2011-12-28,0.35
2011-12-29,0.36
2011-12-30,0.35
2012-01-03,0.37
2012-01-04,0.38
2012-01-05,0.39
2012-01-06,0.39
2012-01-09,0.39
2012-01-10,0.4
2012-01-11,0.4
2012-01-12,0.4
2012-01-13,0.4
2012-01-17,0.41
2012-01-18,0.43
2012-01-19,0.44
2012-01-20,0.43
2012-01-23,0.43
2012-01-24,0.43
2012-01-25,0.45
2012-01-26,0.44
2012-01-27,0.45
2012-01-30,0.45
2012-01-31,0.45
2012-02-01,0.46
2012-02-02,0.46
2012-02-03,0.48
2012-02-06,0.48
2012-02-07,0.49
2012-02-08,0.49
2012-02-09,0.5
2012-02-10,0.49
2012-02-13,0.51
2012-02-14,0.51
2012-02-15,0.5
2012-02-16,0.52
2012-02-17,0.52
2012-02-21,0.52
2012-02-22,0.51
2012-02-23,0.52
2012-02-24,0.53
2012-02-27,0.53
2012-02-28,0.55
2012-02-29,0.54
2012-03-01,0.55
2012-03-02,0.55
2012-03-05,0.53
2012-03-06,0.52
2012-03-07,0.53
2012-03-08,0.55
2012-03-09,0.55
2012-03-12,0.55
2012-03-13,0.59
2012-03-14,0.59
2012-03-15,0.6
2012-03-16,0.6
2012-03-19,0.61
2012-03-20,0.61
2012-03-21,0.61
2012-03-22,0.61
2012-03-23,0.61
2012-03-26,0.64
2012-03-27,0.64
2012-03-28,0.63
2012-03-29,0.63
2012-03-30,0.62
2012-04-02,0.64
2012-04-03,0.64
2012-04-04,0.62
2012-04-05,0.63
2012-04-09,0.61
2012-04-10,0.58
2012-04-11,0.59
2012-04-12,0.61
2012-04-13,0.58
2012-04-16,0.57
2012-04-17,0.6
2012-04-18,0.59
2012-04-19,0.58
2012-04-20,0.57
2012-04-23,0.55
2012-04-24,0.54
2012-04-25,0.59
2012-04-26,0.6
2012-04-27,0.61
2012-04-30,0.6
2012-05-01,0.6
2012-05-02,0.6
2012-05-03,0.58
2012-05-04,0.54
2012-05-07,0.54
2012-05-08,0.54
2012-05-09,0.53
2012-05-10,0.53
2012-05-11,0.53
2012-05-14,0.51
2012-05-15,0.51
2012-05-16,0.5
2012-05-17,0.47
2012-05-18,0.45
2012-05-21,0.49
2012-05-22,0.48
2012-05-23,0.49
2012-05-24,0.48
2012-05-25,0.48
2012-05-29,0.49
2012-05-30,0.48
2012-05-31,0.47
2012-06-01,0.44
2012-06-04,0.45
2012-06-05,0.45
2012-06-06,0.48
2012-06-07,0.48
2012-06-08,0.49
2012-06-11,0.47
2012-06-12,0.48
2012-06-13,0.47
2012-06-14,0.48
2012-06-15,0.5
2012-06-18,0.51
2012-06-19,0.53
2012-06-20,0.53
2012-06-21,0.49
2012-06-22,0.5
2012-06-25,0.47
2012-06-26,0.48
2012-06-27,0.49
2012-06-28,0.47
2012-06-29,0.52
2012-07-02,0.52
2012-07-03,0.54
2012-07-05,0.54
2012-07-06,0.52
2012-07-09,0.52
2012-07-10,0.5
2012-07-11,0.49
2012-07-12,0.48
2012-07-13,0.5
2012-07-16,0.5
2012-07-17,0.5
2012-07-18,0.52
2012-07-19,0.54
2012-07-20,0.52
2012-07-23,0.5
2012-07-24,0.49
2012-07-25,0.48
2012-07-26,0.5
2012-07-27,0.54
2012-07-30,0.53
2012-07-31,0.53
2012-08-01,0.53
2012-08-02,0.52
2012-08-03,0.55
2012-08-06,0.56
2012-08-07,0.58
2012-08-08,0.58
2012-08-09,0.58
2012-08-10,0.58
2012-08-13,0.59
2012-08-14,0.59
2012-08-15,0.59
2012-08-16,0.61
2012-08-17,0.62
2012-08-20,0.62
2012-08-21,0.62
2012-08-22,0.62
2012-08-23,0.61
2012-08-24,0.62
2012-08-27,0.62
2012-08-28,0.62
2012-08-29,0.62
2012-08-30,0.61
2012-08-31,0.62
2012-09-04,0.62
2012-09-05,0.61
2012-09-06,0.65
2012-09-07,0.65
2012-09-10,0.63
2012-09-11,0.62
2012-09-12,0.63
2012-09-13,0.65
2012-09-14,0.67
2012-09-17,0.67
2012-09-18,0.67
2012-09-19,0.68
2012-09-20,0.68
2012-09-21,0.68
2012-09-24,0.66
2012-09-25,0.64
2012-09-26,0.62
2012-09-27,0.65
2012-09-28,0.63
2012-10-01,0.63
2012-10-02,0.63
2012-10-03,0.65
2012-10-04,0.65
2012-10-05,0.64
2012-10-08,0.62
2012-10-09,0.59
2012-10-10,0.58
2012-10-11,0.58
2012-10-12,0.58
2012-10-15,0.59
2012-10-16,0.62
2012-10-17,0.62
2012-10-18,0.59
2012-10-19,0.55
2012-10-22,0.56
2012-10-23,0.54
2012-10-24,0.54
2012-10-25,0.54
2012-10-26,0.54
2012-10-31,0.53
2012-11-01,0.56
2012-11-02,0.54
2012-11-05,0.55
2012-11-06,0.55
2012-11-07,0.51
